Minutes played,Field Goals Made,Field Goals Attempted,Field Goals 3 Points Made,Field Goal 3 Points Attempt,Free Throws Made,Free Throws Attempt,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Double-double,Triple-double,Draftkings next game score
38,6,16,3,11,3,3,0,7,8,0,0,2,4,18,0,0,19.25
29,5,11,2,2,3,4,1,2,4,0,0,1,2,15,0,0,29.75
34,9,16,3,7,2,3,0,5,4,0,0,2,0,23,0,0,35.75
33,13,18,3,4,2,3,0,3,9,0,0,1,1,31,0,0,25.75
31,8,16,3,4,2,3,0,3,8,0,0,1,3,21,0,0,38.0
31,8,19,4,6,6,6,1,3,2,1,0,2,1,26,0,0,50.25
41,6,16,3,8,6,6,0,7,6,1,1,2,2,21,0,0,56.5
30,8,13,3,5,5,5,0,4,9,1,0,2,3,24,0,0,65.5
30,8,19,3,7,5,5,1,3,6,2,0,2,3,24,0,0,55.75
33,10,17,2,5,8,11,1,4,6,1,1,3,0,30,0,0,19.0
28,8,14,0,1,2,2,0,2,3,0,0,3,3,18,0,0,36.75
36,8,21,3,7,3,3,1,6,1,1,1,1,3,22,0,0,13.5
32,5,13,1,2,3,3,0,0,3,0,0,2,1,14,0,0,34.25
29,7,16,1,4,7,7,0,3,3,1,0,2,4,22,0,0,28.75
29,4,9,1,4,2,2,1,4,2,2,0,2,3,11,0,0,16.75
29,4,11,1,3,4,4,0,3,6,0,0,1,0,13,0,0,37.5
32,8,12,2,4,3,3,0,2,5,1,0,4,4,21,0,0,18.25
32,4,12,1,4,4,4,0,5,7,0,0,3,1,13,0,0,8.75
21,3,9,0,2,3,5,0,1,0,1,0,3,0,9,0,0,26.0
30,9,19,1,4,5,7,0,2,0,0,0,2,2,24,0,0,26.75
30,7,14,2,4,7,7,0,1,9,0,1,1,2,23,0,0,40.75
30,5,16,2,5,4,5,0,5,3,2,0,1,4,16,0,0,66.0
34,10,21,3,8,4,7,0,2,6,2,0,2,2,27,0,0,19.0
22,5,8,0,2,3,4,0,2,2,1,0,5,4,13,0,0,30.75
25,6,12,3,3,2,2,0,1,4,1,0,2,4,17,0,0,31.0
28,5,15,2,5,2,4,1,11,8,0,0,1,4,14,1,0,19.0
25,7,11,1,3,3,4,1,1,6,0,0,4,5,18,0,0,26.5
25,5,10,0,3,1,1,0,4,4,1,0,3,3,11,0,0,40.5
36,8,16,1,2,7,7,0,4,4,1,0,2,3,24,0,0,37.0
34,9,15,3,5,0,0,1,3,4,1,0,5,3,21,0,0,31.0
33,6,15,3,5,0,0,1,3,3,1,1,3,2,15,0,0,12.25
32,4,13,0,4,3,4,0,1,5,0,0,0,1,11,0,0,12.0
36,5,15,1,4,0,0,0,2,6,0,0,4,0,11,0,0,16.0
27,3,11,0,3,0,0,0,4,2,1,0,2,1,6,0,0,55.25
34,5,11,1,1,6,8,0,3,6,2,0,4,5,17,0,0,60.75
35,3,10,1,3,1,2,0,5,7,2,2,0,2,8,0,0,26.25
25,6,9,2,2,0,0,1,2,3,1,0,3,2,14,0,0,35.25
32,4,12,1,3,5,6,1,4,5,1,0,1,4,14,0,0,66.25
30,4,14,1,7,3,4,3,2,4,4,0,1,4,12,0,0,48.25
33,8,15,1,5,8,9,1,4,3,2,0,3,3,25,0,0,10.75
33,2,10,0,3,0,0,1,0,1,2,0,1,2,4,0,0,11.25
26,3,8,0,2,3,3,1,2,4,0,0,3,2,9,0,0,9.75
30,4,9,0,1,2,4,0,1,1,0,0,3,3,10,0,0,20.25
29,7,14,1,3,1,1,0,3,3,0,0,0,0,16,0,0,14.25
29,2,8,1,2,5,7,1,2,4,0,0,0,0,10,0,0,36.25
33,3,8,1,5,5,5,0,3,7,1,0,2,4,12,0,0,29.25
30,6,10,1,1,3,3,1,2,3,1,0,0,5,16,0,0,23.0
30,7,9,2,2,5,5,0,2,4,0,0,3,3,21,0,0,25.5
41,7,9,0,0,8,8,1,3,8,0,0,3,4,22,0,0,44.75
38,6,16,1,7,6,10,1,6,5,1,1,1,1,19,0,0,42.25
38,5,11,1,3,8,8,1,6,5,1,0,2,2,19,0,0,3.75
22,1,4,0,2,0,0,0,3,3,0,0,4,4,2,0,0,9.25
28,3,10,2,3,0,0,0,1,4,0,0,2,3,8,0,0,62.75
32,9,15,0,1,6,8,0,1,3,4,2,5,2,24,0,0,31.25
32,6,14,1,2,9,9,1,2,2,1,0,2,4,22,0,0,31.75
25,3,9,0,3,6,7,0,3,6,1,0,4,3,12,0,0,22.25
38,6,17,2,5,3,4,0,3,6,0,1,3,3,17,0,0,57.75
34,11,20,2,4,4,5,0,1,9,1,1,3,1,28,0,0,65.25
34,3,11,1,3,4,6,0,5,4,4,1,5,3,11,0,0,27.5
28,2,5,0,2,2,2,0,2,7,1,0,4,2,6,0,0,36.25
32,5,11,1,1,5,6,0,1,7,1,0,5,2,16,0,0,48.0
33,9,19,2,7,2,2,0,4,7,1,0,2,3,22,0,0,45.75
35,4,15,0,3,8,9,2,5,4,2,0,6,4,16,0,0,23.25
30,8,14,2,4,4,5,0,1,3,0,0,2,5,22,0,0,62.5
35,2,10,1,2,10,12,1,3,7,2,0,0,1,15,0,0,121.25
39,6,14,0,1,8,9,0,3,11,3,0,6,3,20,1,0,106.25
32,7,12,1,2,2,2,1,4,7,4,1,7,4,17,0,0,65.25
36,7,14,1,3,9,10,0,5,6,2,0,3,2,24,0,0,46.75
32,6,18,3,8,2,2,1,2,8,1,1,3,3,17,0,0,117.0
31,7,13,3,4,0,2,0,4,8,4,0,5,3,17,0,0,31.75
33,3,12,0,3,2,2,0,3,7,1,0,2,2,8,0,0,67.5
27,3,7,2,2,4,4,1,1,9,2,0,4,2,12,0,0,57.5
40,2,12,0,4,6,6,1,5,14,1,0,7,2,10,1,0,21.75
20,7,11,3,4,2,2,0,1,4,0,0,0,0,19,0,0,22.75
37,7,13,1,3,6,6,0,3,6,0,0,5,2,21,0,0,43.0
36,8,19,3,7,0,0,0,4,6,1,0,1,4,19,0,0,9.75
28,3,8,1,2,1,2,0,1,8,0,0,0,1,8,0,0,60.0
39,11,24,1,6,2,2,0,6,8,1,2,2,2,25,0,0,92.5
28,6,11,2,3,1,2,0,4,6,4,0,1,1,15,0,0,28.0
38,9,13,2,3,5,6,2,0,13,0,0,4,6,25,1,0,52.5
37,7,18,2,8,0,0,0,4,10,1,0,2,3,16,1,0,24.5
38,10,18,1,3,0,0,0,2,10,0,0,2,1,21,1,0,18.5
35,5,12,1,3,2,2,1,3,8,0,0,0,4,13,0,0,55.0
36,4,13,0,5,0,0,2,4,7,2,0,5,2,8,0,0,14.75
27,3,9,2,6,6,6,0,1,4,0,0,3,1,14,0,0,40.75
14,1,4,1,2,0,0,0,5,2,0,1,0,2,3,0,0,41.25
27,5,10,1,3,2,2,5,8,0,0,5,0,0,13,1,0,17.75
23,4,8,1,2,2,2,0,5,0,1,0,0,3,11,0,0,12.5
16,2,4,0,0,0,0,1,3,1,0,2,1,4,4,0,0,13.0
12,2,3,0,1,2,2,0,4,0,1,1,0,5,6,0,0,28.25
23,7,13,1,2,0,0,1,6,0,0,2,0,3,15,0,0,18.0
19,4,7,0,1,0,2,1,5,0,0,2,3,5,8,0,0,7.25
17,1,3,0,1,0,0,0,3,1,0,1,1,4,2,0,0,24.25
26,4,8,1,3,4,4,0,9,0,0,0,1,4,13,0,0,21.75
23,4,5,1,2,3,3,0,7,1,0,1,3,3,12,0,0,32.5
24,5,13,1,4,2,2,4,8,0,1,2,3,4,13,1,0,34.75
31,1,8,0,4,2,2,1,6,2,3,2,0,4,4,0,0,18.25
24,3,8,1,4,0,0,0,7,0,0,1,0,0,7,0,0,11.25
22,1,4,0,2,0,0,1,2,2,1,0,1,3,2,0,0,29.0
22,3,3,1,1,1,1,2,4,4,1,1,2,4,8,0,0,17.75
20,4,9,1,5,0,0,2,5,0,3,0,1,4,9,0,0,5.0
17,1,5,0,2,0,0,0,4,0,4,0,4,2,2,0,0,32.5
31,3,8,0,0,0,0,2,8,1,4,1,0,2,6,0,0,25.5
22,3,9,1,5,3,4,2,6,1,2,0,2,4,10,0,0,46.75
30,2,5,0,1,2,2,1,10,4,2,2,2,4,6,0,0,16.5
32,3,7,1,3,2,2,3,3,0,0,0,1,4,9,0,0,44.25
28,4,11,1,5,0,0,3,6,2,4,0,1,3,9,0,0,54.0
32,8,12,5,5,3,4,3,9,3,1,1,0,3,24,1,0,27.5
27,5,6,1,1,2,3,2,8,2,0,1,4,1,13,1,0,15.25
28,3,6,1,3,2,2,1,4,2,0,0,1,6,9,0,0,28.25
21,4,6,1,2,2,4,0,5,3,1,1,1,6,11,0,0,57.25
37,6,13,2,5,4,4,2,13,3,2,1,4,2,18,1,0,37.25
29,6,12,4,6,3,4,5,8,0,1,0,3,5,19,1,0,21.75
27,3,8,0,1,0,0,3,6,1,1,1,1,3,6,0,0,20.75
21,5,11,4,9,0,0,0,1,2,1,0,5,5,14,0,0,24.75
27,4,8,0,2,1,1,2,9,1,0,1,0,2,9,0,0,21.75
26,5,15,0,4,2,2,3,6,1,0,0,3,2,12,0,0,24.0
27,3,7,2,4,0,0,2,4,1,0,4,1,4,8,0,0,51.0
33,7,11,3,5,2,2,1,7,7,1,0,1,3,19,0,0,12.25
25,2,6,1,3,1,1,0,3,0,0,1,0,2,6,0,0,37.25
27,8,14,5,7,3,3,3,6,1,0,0,1,3,24,0,0,36.75
25,6,9,1,4,1,1,2,5,5,1,0,3,3,14,0,0,21.25
23,4,8,1,4,2,2,0,3,0,4,3,0,4,11,0,0,29.0
27,6,8,1,3,0,0,4,6,2,0,1,1,3,13,1,0,20.75
24,2,7,1,4,0,0,2,7,1,1,1,2,3,5,0,0,44.75
28,5,9,3,6,2,2,2,5,2,3,1,1,4,15,0,0,22.5
27,4,8,3,6,0,0,1,3,0,0,3,2,6,11,0,0,18.0
20,5,8,0,2,2,3,1,3,0,0,1,2,6,12,0,0,15.0
24,3,7,2,4,2,2,1,3,1,0,0,2,3,10,0,0,33.75
28,5,7,4,6,0,2,0,7,3,1,0,0,1,14,0,0,12.5
24,2,6,1,4,0,0,0,6,0,0,0,1,1,5,0,0,22.25
24,4,8,0,2,4,4,4,1,1,1,1,2,5,12,0,0,27.0
26,6,10,4,7,5,5,0,2,0,1,1,1,5,21,0,0,40.25
23,5,9,1,2,3,3,4,7,2,1,3,3,3,14,1,0,46.5
31,7,15,1,4,3,4,4,4,2,1,6,0,3,18,0,0,38.75
33,4,9,0,3,1,2,3,4,3,2,2,2,5,9,0,0,22.0
19,3,5,1,1,0,2,3,7,3,0,1,0,6,7,0,0,50.0
33,6,11,1,5,1,1,0,12,2,2,4,2,6,14,1,0,35.5
27,4,9,0,2,5,7,2,10,2,1,0,0,1,13,1,0,40.0
27,5,6,2,3,2,4,3,3,2,3,0,1,0,14,0,0,22.5
20,3,7,2,3,0,0,0,6,1,2,0,0,1,8,0,0,35.0
21,3,9,0,3,0,0,3,3,3,2,2,1,5,6,0,0,31.75
30,2,10,0,5,1,1,1,12,1,3,1,1,3,5,0,0,41.0
25,4,10,2,6,0,0,3,11,2,2,0,2,5,10,1,0,16.75
24,3,10,2,4,0,0,1,6,0,0,0,2,2,8,0,0,36.25
28,6,8,3,3,3,4,2,7,2,0,3,1,1,18,0,0,34.0
27,7,11,2,5,1,2,2,6,1,2,0,0,4,17,0,0,33.25
23,6,8,2,4,4,4,1,8,1,1,0,0,4,18,0,0,17.25
27,3,4,1,2,0,0,0,5,0,0,2,1,3,7,0,0,11.5
14,1,3,0,1,1,1,1,5,1,0,1,2,3,3,0,0,14.0
21,3,9,0,4,0,0,3,5,0,1,0,4,5,6,0,0,18.0
28,3,8,2,5,3,3,2,4,0,0,1,7,3,11,0,0,9.25
17,2,6,0,1,0,0,3,0,0,1,1,1,4,4,0,0,1.25
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.75
27,4,10,1,6,1,1,2,5,1,0,2,1,5,10,0,0,22.0
15,1,3,0,1,0,0,3,5,3,1,1,2,3,2,0,0,10.75
17,2,6,2,5,0,0,2,1,0,0,0,0,1,6,0,0,7.75
11,0,2,0,1,4,4,2,1,0,0,0,0,1,4,0,0,7.25
7,1,4,0,0,0,0,2,1,0,0,1,1,1,2,0,0,11.25
15,2,4,1,2,0,0,0,5,0,0,0,1,1,5,0,0,13.5
10,3,6,1,3,0,0,0,4,0,0,1,2,3,7,0,0,10.75
13,4,7,0,2,0,0,2,1,0,0,0,2,2,8,0,0,10.0
14,1,4,0,2,0,0,0,2,1,2,0,1,1,2,0,0,10.0
12,2,6,1,4,2,2,0,0,1,1,0,1,3,7,0,0,6.5
12,1,1,0,0,0,0,0,4,1,0,0,1,2,2,0,0,26.5
23,8,12,2,5,0,2,2,4,0,1,0,0,5,18,0,0,3.25
12,1,4,0,2,0,0,0,1,0,1,0,0,3,2,0,0,11.25
11,1,2,0,1,0,0,2,5,0,1,1,3,3,2,0,0,14.5
14,2,3,1,2,0,0,0,4,0,0,2,0,2,5,0,0,0.25
8,0,3,0,1,0,0,0,1,0,0,0,2,4,0,0,0,6.5
5,2,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2.75
2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,25.0
32,3,7,1,4,5,6,2,8,1,0,0,3,4,12,1,0,7.25
12,2,6,0,3,0,0,1,2,0,0,0,1,4,4,0,0,5.75
4,0,2,0,1,2,2,0,3,0,0,0,0,1,2,0,0,12.5
12,1,5,0,0,1,2,3,3,0,0,1,0,2,3,0,0,15.0
14,2,5,0,1,2,3,2,6,0,0,0,2,3,6,0,0,27.0
31,6,13,1,4,0,0,4,6,2,0,0,1,5,13,1,0,10.75
19,1,1,0,0,0,0,1,4,0,0,2,3,5,2,0,0,13.0
16,1,4,0,3,0,0,1,3,0,0,3,0,3,2,0,0,14.75
23,3,7,0,1,0,0,1,6,0,0,0,0,4,6,0,0,44.25
31,4,8,1,3,2,2,1,10,1,4,3,1,3,11,1,0,45.0
35,2,8,0,3,0,0,4,8,3,2,5,4,4,4,0,0,28.5
33,4,12,1,5,1,1,0,8,0,0,5,4,6,10,0,0,30.25
28,5,9,2,4,2,2,0,9,1,0,2,0,2,14,0,0,27.0
18,3,5,1,2,0,0,1,3,1,3,3,1,4,7,0,0,10.0
20,0,2,0,2,0,0,0,8,0,0,0,0,5,0,0,0,27.0
25,4,9,0,3,0,0,1,11,2,0,2,0,5,8,0,0,9.25
14,2,6,1,4,0,0,0,3,0,1,0,0,5,5,0,0,18.5
20,5,9,1,2,0,0,0,6,0,4,0,1,1,11,0,0,18.5
21,1,11,0,7,4,4,5,5,0,1,0,0,3,6,0,0,30.75
28,6,13,2,4,0,1,3,6,2,0,3,3,6,14,0,0,24.75
28,3,8,0,3,0,0,4,9,1,1,0,1,3,6,0,0,13.25
6,1,4,0,2,1,2,1,4,1,0,2,0,1,3,0,0,23.0
15,1,1,0,0,8,8,5,5,0,0,0,2,2,10,1,0,26.0
19,6,8,0,1,0,0,1,5,1,1,2,1,0,12,0,0,9.25
15,3,5,0,0,0,0,2,1,0,1,0,1,3,6,0,0,9.25
12,3,3,0,0,0,0,1,2,0,2,0,1,2,6,0,0,11.5
13,2,3,0,0,0,0,3,3,0,1,0,0,0,4,0,0,14.25
11,3,3,0,0,2,2,1,4,1,0,0,0,2,8,0,0,30.25
16,7,8,0,0,4,5,2,7,0,0,1,2,4,18,0,0,7.0
13,1,3,0,0,0,0,2,2,1,0,0,0,1,2,0,0,23.0
13,5,6,0,0,4,5,3,5,0,1,0,2,4,14,0,0,22.5
12,3,3,0,0,0,0,2,4,3,1,0,0,1,6,0,0,9.0
15,1,3,0,0,0,2,0,4,1,1,0,2,3,2,0,0,14.25
15,3,3,0,0,0,0,0,5,2,0,1,0,3,6,0,0,9.75
13,3,4,0,1,0,1,1,2,2,0,0,0,2,6,0,0,6.75
9,2,4,0,0,0,0,2,1,0,1,0,2,5,4,0,0,14.0
24,4,8,0,2,4,6,3,2,2,2,1,0,4,12,0,0,17.5
13,5,6,1,2,0,0,0,4,1,0,1,2,5,11,0,0,20.0
14,3,4,0,0,4,4,1,5,1,1,0,1,2,10,0,0,19.25
15,2,3,0,1,5,6,1,6,0,0,1,1,2,9,0,0,6.75
13,2,5,0,0,0,0,1,2,0,0,0,2,1,4,0,0,17.75
15,2,8,0,1,2,2,3,4,1,1,0,0,1,6,0,0,14.25
16,3,5,1,2,2,2,0,5,0,1,0,3,2,9,0,0,7.75
8,2,4,0,0,0,0,1,2,2,0,0,0,1,4,0,0,10.75
13,0,3,0,1,0,0,1,6,1,0,1,0,2,0,0,0,12.75
16,1,5,0,1,0,0,3,4,1,0,1,0,2,2,0,0,12.25
12,3,3,0,0,2,2,1,0,1,1,0,0,0,8,0,0,8.5
9,1,5,0,2,2,2,1,3,0,0,0,1,2,4,0,0,5.75
8,1,2,0,0,1,2,0,3,0,0,0,2,1,3,0,0,6.75
11,2,4,1,1,0,0,0,1,0,0,0,0,1,5,0,0,7.0
13,1,4,0,0,0,0,0,4,0,1,0,0,4,2,0,0,12.75
14,3,4,0,0,0,1,1,2,1,1,0,0,1,6,0,0,10.5
10,1,2,0,1,0,0,0,6,0,0,1,2,2,2,0,0,25.75
20,0,4,0,0,0,0,1,6,4,1,3,2,2,0,0,0,28.75
20,3,11,1,2,2,2,1,2,2,2,2,1,0,9,0,0,5.25
11,1,5,0,1,0,0,0,1,1,0,1,0,1,2,0,0,4.5
10,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,16.5
15,4,5,0,0,0,0,1,3,1,0,2,1,1,8,0,0,4.25
10,1,2,0,0,1,1,0,1,1,0,0,0,1,3,0,0,6.25
13,2,3,0,1,0,0,0,1,0,0,1,2,4,4,0,0,10.25
12,2,4,0,1,1,1,1,4,0,0,0,2,1,5,0,0,21.0
18,2,3,0,0,2,2,0,4,2,1,2,0,2,6,0,0,12.75
14,1,3,0,1,5,6,0,3,0,0,1,0,0,7,0,0,14.0
13,4,6,1,1,0,0,0,2,0,0,1,0,3,9,0,0,5.25
10,0,2,0,0,0,0,0,5,2,0,0,2,4,0,0,0,26.5
21,7,10,0,1,1,1,0,8,0,1,1,1,2,15,0,0,15.0
11,2,4,0,0,4,4,3,3,1,0,0,1,2,8,0,0,11.0
19,3,9,0,1,0,0,1,1,1,1,0,1,2,6,0,0,25.25
21,5,6,1,1,0,0,1,2,1,2,2,0,3,11,0,0,14.25
11,4,5,0,0,0,0,2,3,0,1,0,0,2,8,0,0,8.5
10,0,2,0,1,0,0,0,2,1,2,0,0,4,0,0,0,6.0
10,1,2,1,1,1,2,1,1,0,0,0,2,3,4,0,0,19.5
11,4,6,0,1,2,2,2,4,0,0,1,0,0,10,0,0,2.0
11,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17.75
16,1,1,0,0,2,2,2,9,1,0,0,0,1,4,0,0,10.5
13,2,4,1,1,0,0,0,4,0,1,0,0,3,5,0,0,19.75
22,0,4,0,0,2,2,1,2,4,1,1,0,3,2,0,0,17.75
17,3,6,1,1,0,0,2,5,1,0,1,1,3,7,0,0,4.5
11,1,1,0,0,0,0,0,2,0,2,0,0,3,2,0,0,21.75
20,2,5,1,2,2,2,2,7,1,1,0,0,0,7,0,0,10.0
10,2,5,1,1,0,0,0,2,1,0,1,0,5,5,0,0,0.0
4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.25
5,0,2,0,1,0,0,1,2,0,0,0,1,2,0,0,0,17.5
15,2,7,0,2,0,0,4,2,2,1,0,0,2,4,0,0,13.0
12,4,5,0,1,0,0,2,2,1,0,0,0,2,8,0,0,12.25
12,2,3,2,2,2,2,2,1,1,0,0,1,1,8,0,0,27.75
22,3,5,0,0,4,4,1,2,4,1,1,0,2,10,0,0,16.25
15,4,6,0,1,2,2,1,4,1,0,0,0,1,10,0,0,20.0
12,4,6,0,1,0,0,3,3,1,1,1,1,2,8,0,0,9.75
12,3,5,0,0,0,0,0,3,1,0,0,0,2,6,0,0,24.0
11,3,6,0,0,3,4,3,5,1,1,1,0,2,9,0,0,31.75
14,4,10,0,2,0,0,3,2,2,3,0,1,0,8,0,0,0.75
2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.25
2,1,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,4.5
6,1,2,0,0,0,0,0,2,0,1,0,0,2,2,0,0,13.25
7,2,5,0,0,1,1,2,3,0,1,1,0,0,5,0,0,14.25
18,1,6,0,1,2,3,1,4,1,1,1,2,0,4,0,0,8.5
4,0,1,0,0,4,4,0,2,0,0,1,0,1,4,0,0,11.5
9,4,6,0,1,0,0,1,1,1,0,1,2,2,8,0,0,15.0
4,2,2,1,1,1,1,0,2,2,1,0,0,0,6,0,0,2.0
5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19.25
15,2,5,0,0,6,9,0,5,0,2,2,2,1,10,0,0,7.5
15,1,6,0,0,1,2,2,0,1,0,1,0,3,3,0,0,10.25
12,2,3,0,0,0,2,1,4,0,2,0,0,1,4,0,0,35.0
22,7,11,0,1,0,0,3,7,1,2,1,2,2,14,1,0,15.75
16,6,8,1,1,0,0,0,3,0,1,0,3,1,13,0,0,31.0
16,7,8,1,1,3,4,2,2,2,1,1,1,0,18,0,0,12.0
18,3,8,0,0,2,2,0,4,4,0,0,2,2,8,0,0,31.0
22,8,15,0,2,3,4,2,2,1,1,2,0,3,19,0,0,14.5
15,4,8,0,0,2,2,1,3,2,0,0,1,2,10,0,0,41.25
29,5,9,1,1,5,6,2,5,5,1,1,2,2,16,0,0,49.75
34,8,20,2,4,0,0,4,7,2,3,0,5,5,18,1,0,4.0
6,1,3,0,2,0,0,0,2,0,0,0,1,0,2,0,0,40.0
24,7,9,2,2,2,3,1,7,1,2,3,2,2,18,0,0,19.5
17,3,9,0,3,4,4,4,2,4,0,1,0,1,10,0,0,2.0
3,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,5.75
8,1,3,0,0,1,1,0,1,1,0,1,1,0,3,0,0,10.75
10,0,4,0,3,0,0,2,3,1,1,1,1,1,0,0,0,25.25
17,4,7,0,1,1,2,1,6,1,2,1,1,1,9,0,0,3.75
8,0,3,0,1,0,0,1,2,1,0,0,0,1,0,0,0,12.5
11,1,1,1,1,0,0,1,3,2,0,2,0,2,3,0,0,22.25
15,3,7,0,1,2,2,0,5,2,1,1,0,1,8,0,0,19.5
15,0,3,0,1,1,2,1,7,1,1,3,1,1,1,0,0,8.25
12,0,0,0,0,0,0,0,5,1,0,1,0,2,0,0,0,19.0
16,5,6,3,3,0,0,0,2,0,1,1,0,3,13,0,0,28.25
16,4,7,1,2,1,2,2,3,4,1,0,1,3,10,0,0,13.25
12,1,4,1,3,0,0,2,3,0,1,2,1,2,3,0,0,2.0
11,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,8.25
15,1,4,0,1,0,0,1,2,1,1,0,1,2,2,0,0,7.25
10,0,1,0,1,0,0,0,3,0,0,2,1,1,0,0,0,8.0
12,2,5,0,1,0,0,0,2,0,1,1,1,1,4,0,0,2.0
11,0,2,0,1,0,0,1,1,1,0,0,1,3,0,0,0,13.75
12,2,5,1,2,0,0,0,5,0,1,1,0,2,5,0,0,23.5
24,5,7,1,3,2,4,3,5,1,0,0,0,5,13,0,0,29.0
24,6,11,4,6,2,4,3,3,0,0,1,1,3,18,0,0,46.0
37,3,12,3,7,6,6,2,10,2,2,1,2,2,15,1,0,32.0
30,4,8,1,3,2,2,4,4,1,3,1,1,2,11,0,0,44.25
41,7,13,3,7,4,4,5,10,0,2,1,1,2,21,1,0,38.75
23,2,8,0,5,1,1,3,4,2,4,1,2,3,5,0,0,57.5
33,4,11,1,3,2,2,6,14,2,3,1,1,6,11,1,0,25.0
24,4,14,2,5,5,6,3,3,1,0,1,1,4,15,0,0,13.75
28,3,6,0,1,0,0,2,3,2,0,1,1,2,6,0,0,48.75
29,8,10,4,5,2,2,4,9,6,0,4,2,0,22,1,0,24.5
24,4,10,1,6,2,3,0,2,4,1,0,3,3,11,0,0,28.5
17,5,10,2,4,0,0,5,5,0,2,1,1,2,12,1,0,31.5
19,5,7,4,5,0,0,1,5,3,1,0,2,4,14,0,0,16.5
16,2,7,1,3,0,0,1,3,2,1,0,0,4,5,0,0,31.25
29,7,15,0,3,1,2,3,8,3,0,1,2,2,15,1,0,14.0
20,3,5,2,3,0,0,0,4,2,0,0,0,3,8,0,0,22.25
18,3,7,2,3,4,4,4,3,0,1,1,3,2,12,0,0,15.5
13,3,5,2,3,0,0,1,3,1,0,1,1,2,8,0,0,20.25
17,1,5,1,4,0,0,1,6,1,2,1,0,3,3,0,0,6.5
12,1,3,0,1,0,0,1,3,2,0,0,1,2,2,0,0,2.5
6,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,12.0
7,2,3,1,2,0,0,0,2,1,0,2,0,1,5,0,0,7.0
10,2,4,1,3,0,0,0,0,0,0,1,1,0,5,0,0,16.0
11,2,4,1,1,2,2,2,4,0,1,1,2,1,7,0,0,8.0
10,2,3,0,1,0,1,2,2,1,0,0,2,0,4,0,0,24.75
13,3,6,1,3,0,0,1,2,2,2,1,1,2,7,0,0,5.0
13,0,2,0,1,0,0,0,2,1,1,0,1,4,0,0,0,28.5
21,6,6,1,1,1,1,0,10,0,2,0,0,4,14,1,0,36.5
28,5,10,2,4,2,2,3,7,0,1,4,1,2,14,1,0,17.5
19,4,7,0,2,2,4,2,0,1,1,1,0,2,10,0,0,15.25
23,2,7,0,4,1,2,0,7,0,1,1,1,0,5,0,0,16.5
21,1,6,0,4,0,0,3,3,1,1,2,0,0,2,0,0,34.5
26,6,8,0,1,5,7,1,9,1,1,1,3,3,17,1,0,26.5
19,2,4,0,0,2,2,3,11,0,0,2,2,0,6,0,0,10.5
18,1,3,0,0,1,4,0,6,2,0,0,0,2,3,0,0,8.0
19,2,4,0,1,0,2,1,3,2,0,0,2,3,4,0,0,26.0
15,2,3,1,1,0,0,0,6,3,1,2,0,1,5,0,0,4.0
11,1,4,0,1,0,0,0,0,0,0,1,0,2,2,0,0,22.25
22,3,4,1,2,5,5,2,5,0,0,1,2,4,12,0,0,9.0
13,2,4,1,3,0,0,0,2,1,0,1,2,1,5,0,0,16.25
23,1,3,0,1,8,9,1,4,0,3,0,0,4,10,0,0,12.0
15,1,6,1,3,4,4,1,3,1,0,0,1,1,7,0,0,13.25
12,2,3,1,2,0,0,0,1,1,1,2,1,2,5,0,0,7.5
7,2,5,1,3,0,0,0,2,0,0,0,1,1,5,0,0,18.25
14,3,7,1,3,0,0,2,3,1,1,1,1,0,7,0,0,31.5
24,6,10,2,5,3,3,2,4,2,1,0,0,2,17,0,0,28.5
22,5,9,2,5,2,2,2,6,1,0,2,1,1,14,0,0,13.75
21,2,6,1,2,0,0,1,6,4,0,0,1,2,5,0,0,23.5
22,6,8,1,1,0,0,1,3,1,2,0,2,3,13,0,0,29.5
18,2,5,1,2,2,2,2,2,3,2,0,2,2,7,0,0,10.5
14,0,1,0,1,0,0,1,3,1,2,0,1,1,0,0,0,20.25
15,3,5,1,1,1,1,0,3,2,1,1,0,0,8,0,0,36.25
27,4,7,2,3,5,7,4,3,3,1,2,3,3,15,0,0,33.25
24,8,10,3,3,0,0,4,5,1,0,1,1,5,19,0,0,16.5
25,1,4,0,0,3,4,0,6,1,1,1,2,3,5,0,0,25.75
23,2,5,2,4,2,2,1,6,1,1,3,2,0,8,0,0,20.25
21,2,2,1,1,3,4,3,2,2,1,0,1,4,8,0,0,5.5
10,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,14.5
19,0,2,0,2,2,2,3,5,1,1,0,1,1,2,0,0,6.75
